tier,summonerId,summonerName,leaguePoints,wins,losses,veteran,inactive,freshBlood,hotStreak
GRANDMASTER,gbh5O-4ndlsW45boW6tfTxEAkZDdNRmzLXGzorq8q8djDeQ,신상공원,600,413,379,True,False,False,False
GRANDMASTER,mfJMt8ugqklbkPwh1RLBJ_8yWpUtWp1EgUG6AmfaV9df5go,뽀송뽀숑비숑,679,218,172,False,False,False,True
GRANDMASTER,OkoO46RkSBtopTlY27u1QyvR4qIB51zUddI2Lisup8cFVPKPtU8ztaQBOA,mobanche,497,508,452,False,False,True,False
GRANDMASTER,G0acuMXjXRnXvqhjg7htahtCphAOi01QIvsjSJQNBwQub6_BZROu8UrEwg,   Lay   waste,460,402,372,False,False,True,True
GRANDMASTER,A0wBXV9uQCWm741NfwU61lSTiHKPs7GuZiE7O1lkX484-us,진쏘킴,577,543,493,False,False,False,False
GRANDMASTER,gWO1T7A_Ua5n_xkP8QQtrT2F2s5aAUPBDGTBgIYUSMYRyw,BJ영만,553,771,738,False,False,False,True
GRANDMASTER,vylofU9bRmDyuO2-uhzaFPNv833cfZQn7z72FXHHncMcdsjalJoUNhxCsg,Perfect is sh11t,415,948,906,False,False,True,False
GRANDMASTER,DOt1crp7aH4A5Vp4hBM-di81eeyLcv08bOTvdjDptfZWCroOAJGcbBBTSA,zhenli,425,192,151,False,False,True,False
GRANDMASTER,d27SKbFCB7tj4aGzB-daHLGwzH9XqrUjY_relAJj2Mbqv4KrQ11LE-0bIA,내가 승현인데용,500,161,133,False,False,False,True
GRANDMASTER,CY762P8oghCySNjTTtiol7wph7ieoCScxFqthNqUA-5A_s8,쿠자니,694,355,317,False,False,False,False
GRANDMASTER,3l8jksE0wM0E2iD-W1TpShAMadRuFg3wvRjwJL_k-Ggl9zrWrJYYL1pZYw,항상행복하고싶어,529,344,263,True,False,False,True
GRANDMASTER,tJkSnpYAgzJHIBy0yK9qalHv02TsRnTjOR4ktgNAkofKstE,승지부기,603,218,172,False,False,False,True
GRANDMASTER,_0FPxmQpb4qnAUy7mCZpyPrwzdn0xQj_hCBmSAhuF7M8Mik,Envyyzz,591,166,128,False,False,True,False
GRANDMASTER,rzpgPv6LAaX1_ImYnIYT16mNZ6QgDuVdOQawDL3r0hJ2U48,기 정 fan,592,358,320,True,False,False,False
GRANDMASTER,KYwsCTvT-UNAmx1hqdHjUxOucd0b8ZQx42wZDY6I_UwXgtX2CPBNSWguHA,그래서니티어뭐임,436,163,134,False,False,False,False
GRANDMASTER,6819t8rUmNaFVvBlF-B56qIXqf1mJujFjwzgM_DG5VbWQQs,depart,462,202,174,False,False,False,False
GRANDMASTER,81H5rZyKWu6fyPBZtnpQHcfY4ZeuH6Y5LM1jDiL14a0iRs4,가혹한현실,674,554,518,False,False,True,False
GRANDMASTER,82fPhrDlIuaYn8jlVILg8wVL5136Y2_RlZQQYKl7k3ARMZY,BRO Jeong Hoon,731,259,205,False,False,True,False
GRANDMASTER,GWmNyMq-IIvYt0QYIYVK_25P7Mx0P8cTBJiYKcAa16_ZjyUyJ2XWyRm0cQ,1128321,682,1273,1197,False,False,True,False
GRANDMASTER,gUvHusO3gAQXF_T5uZPTSP0qmGsGsmvNoPhyCXQqZKXi8oI,매일매일바쁜하루,418,595,571,False,False,False,False
GRANDMASTER,Nry3IebZdVfWUshoNW-ratujoUE5nSzPYjI1lONRSyTrJWs,OOO0OOO0OO,597,881,831,False,False,True,False
GRANDMASTER,EO4iIQhjLxbF3W3uiz9YJBPFR6cvpp7wFk9PD595XoY4HvPFafMcLv8WEw,ningningbaby,408,217,171,False,False,True,False
GRANDMASTER,RqNPS4fEcCiShKbEveZeXbA4s4tsMncoxB-wWw3SXcmtjFI,희포리,625,451,403,False,False,False,True
GRANDMASTER,xIVewLTz-dwsECAAnZ3AlO3iTBsCCaty-MY0_3iXcnuV3xQewK9YbakbZQ,징징이는징징징징,681,457,389,True,False,False,False
GRANDMASTER,GxgBZYolDh9vEdNx987NBldyVzlsbTwR_7zlaXl56dV2dVg,이니쉬,434,454,442,False,False,True,True
GRANDMASTER,5LwAT0VA4LjfLqJgePJNVKg8YoJVg1sbXHF7ucYAKL79lec,Square0ne,427,872,835,False,False,True,True
GRANDMASTER,K5TvNIlcUaMcb9s1UONT9LExo9jq9E6TwcS92cER2uLOcEQ,EDBDE,538,289,253,False,False,False,False
GRANDMASTER,EQcOTJNK67Q2WnuIQRlKEgXffdj6fsaBIjBw28F3pz7nUw,Iove doeui,570,577,536,False,False,False,False
GRANDMASTER,NZjfcUfGutXZLg9pJZqWTc_EwPtE6C2cl9GlmjfMzBY1bzY,끝나지 않은 싸움,517,668,618,False,False,False,False
GRANDMASTER,gQ3tl5EpipZBrsteWvKrcHllK2nzxNA6qg8So6E788g-Bg,Pulsive,421,483,430,False,False,True,False
GRANDMASTER,kX_RsLoJ1QyaV7TXvkPI9tVmXMsTgF2hZh2AZ3ehHaI2NEw,셋하면뛰어낙하,434,227,176,False,False,True,False
GRANDMASTER,CIeq5MDs3Q96ex0qdiP_P7zQg-RHW44PZeR-pWpwHZDhXsU,맞라인탈주시킴,452,110,76,False,False,True,True
GRANDMASTER,g2ZxXAg8zLMNVRLR4SH7XV4lRpgjNdYznEXGJdR1JC8_j9s,오늘은 뛰지말자,447,937,824,False,False,True,False
GRANDMASTER,xvixE1DTVhDAqQhpQ1U7aOtB2wKgavboQv8naSiW9COOYKE,yyzx,465,489,453,True,False,False,False
GRANDMASTER,wxTxfSb4PKSU_w9qE6IMxpEu6DgZ9btIDt1KmDMr8qmagSTyHZNg-xADlw,xiaoqiupup,663,687,622,False,False,False,False
GRANDMASTER,-kY091ZlX6qkD7FSDsJ-joterM2jCzeJ2edvG2MMpV6WNh4,PoThom,453,196,152,False,False,False,False
GRANDMASTER,FClCQgvXXvq3nyXnk3NLIgfuuuSyrAF14AslyuYfSOod65dopORPw_fH6Q,가면 속 정체,492,122,92,True,False,False,False
GRANDMASTER,iNRzfG3dJl9tuCmoiCEFSU2JWEiGadB2sbMsBXlFW0Ewbck,파나경,644,1006,957,True,False,False,False
GRANDMASTER,iuoRU86f5fdXzmB8--JnKxiKAXcb8ppzTdQH5v9qWNENHLuOIYTtdANMhg,FA Azhi,449,787,749,False,False,False,False
GRANDMASTER,GKVDSBErV5yXj1HbbcsGjrYPOnzkLG6Nd8B6OfH63SWY-KmrnT1m1YsmwA,IndifferenToT,612,813,773,False,False,False,False
GRANDMASTER,4zsIJPZf1hoJSiXsTJxkY2QmPgxmhwEnkXpGTZgLXLJREiMvfmkVUJoUqQ,easy for u,627,138,75,False,False,False,False
GRANDMASTER,W5YdPXIMNQH1CTXqdmACfihhV4LWWH_sYTFeuV6ASYgwUM1_ElhTcUEabg,Asaka1,554,477,392,False,False,False,False
GRANDMASTER,B3FqdU7wOh1-WcfjWb59T0gjpGPR7t2oid6FNM0z0ZlxPWjit9OcoD0nwQ,nxzdwss,711,361,287,False,False,True,False
GRANDMASTER,012F0J16ZomddrS9f2ccPqPnhFCGQG-FIvTaa07Yh0sWaYs,7777케이,471,1239,1221,False,False,True,False
GRANDMASTER,BbZ7SCSk5-sY_GiM28b4AwdhKkn9zD1z_IYAGq8TzUG7_Cs,AKASD,552,870,823,False,False,False,False
GRANDMASTER,lIW6ACSv1O132qq_Os43Kd-cxMp4kqXaKQlam9NFY1SknAQ,죽고다시태어나다,451,717,686,False,False,False,False
GRANDMASTER,agiY1m9-JyOyK8wckFefVH1i9w5vB6vHAEZhSUVQYhlctp1RjJUhw3Bdhw,Arshunnnn,458,641,586,True,False,False,False
GRANDMASTER,ZEL8KCOts6oyTut076ooN_VZxYuikZtjRgQ83tB_jn1z566-0aS3r7wsbw,gyuvee,699,288,238,False,False,True,False
GRANDMASTER,QHWm33Osypmju9Ztygd4bCP4Zhyp3HF4sNSSLEUoGZH7404XiMH6ZRcjWQ,Kill My Young1,429,317,278,False,False,True,False
GRANDMASTER,V8WsmvD6aVcOotoUxPGxe071PwhWLj1S4JsY6sPmM5nVpNE,thx u next,540,470,422,False,False,False,False
GRANDMASTER,lfW9dIb9OxPicvN54t6TmIOkGK94OuZsQgKLesjKI_tB-40,NS FIESTA,482,617,592,False,False,True,True
GRANDMASTER,RXH05B98wZwOrcisHbur7Go6O0kZHQM7XiNJY54YeLVnThw,갓누붕이,421,387,351,True,False,False,False
GRANDMASTER,s8MYByqakt20fC1lckiadJEmWrtxnQMdMEZQoyahGDuyb86P3Vxgngc5OA,littlehamburger2,440,1059,1032,False,False,True,False
GRANDMASTER,VIYdpYU6Ei6sENg_cFzNAEJkcD0M-dqkJACRe0iktImlb5Q,FA 0neZang,436,676,644,False,False,True,False
GRANDMASTER,l0puQNleubQYtDk8fKwu4zoFTF6b0-p0noc-BfscTPZ70Pg,heeseong,752,350,307,False,False,True,False
GRANDMASTER,I-BbvVb3eRMAnUeP8IMHb7njys0slF1pUjn_LTzoSYyupLk,한 여름의 서리,485,306,261,False,False,False,False
GRANDMASTER,IBd7BLoVk5XU4D8jW8A5PT7yzez7RocJmmZm8c2Jl-qqR1M,Wanna be Tarzan,527,428,350,False,False,False,False
GRANDMASTER,w_0_C_XRwHDpoHjiyBI1OoXb6VIpgx2AKdcU6L9qYXv4G2vj0ARUFS-jaA,99pw 9844544,650,214,163,False,False,False,True
GRANDMASTER,Cz2PIMk2IkDpC9r9FMNlgWnjCvVxXyeqql-uyKtWqO-HTAQtYRjqliyWcQ,aoeiuU,708,339,255,False,False,True,False
GRANDMASTER,sm89Hxcs7bmVosiyYnOpwpcJKW3U2CiSrDcZ5j-IsJbJvhw,김규남 fan,590,729,665,True,False,False,False
GRANDMASTER,yEwHIaHRZz_EbYOlNFzbQ2W00CuPaN7s1PtKgjIEROmSBRM,니제사밥꼭꼭묵으,432,160,131,False,False,True,True
GRANDMASTER,7N5C6wjykxtKdNbTQNZAMMeTHz-ulI_xurcyOQAkOvHGros,레고 삼키기,627,454,415,False,False,False,False
GRANDMASTER,hnfPNhuU_D48yHQi-KPqV6_tXfORYu0ocoHwWqHnTGll1GSIpHTfURqkNA,DK Canyon,420,179,140,False,False,True,True
GRANDMASTER,hnaQvUNOaagGCsKO2fYdX0v9jQtynm48aGtXp4z2tR_M8fZG,Guyun,441,363,294,False,False,True,False
GRANDMASTER,ru92SAzQK6hvSFeXFvqZgqV1L-6laAF7Ak0fBHM_yDcLafbVoLAJPV-J6w,Dahuangren1,438,640,581,False,False,False,False
GRANDMASTER,3bdQIddXWJQ0VtN1DHFEov-QtlDgSCbaa5qUvFsi7udXpig,별사탕이좋아요,559,864,830,True,False,False,True
GRANDMASTER,JoU4Kz4ibwbQkpx2JYQtT_RnnhTavlb3itrYb4S6myrx_90,wyzyz,472,552,510,True,False,False,False
GRANDMASTER,TpYGYx0t2bUpPSEas4TYOzy0Si8PhkvjLUCTl5r9OVE503_0z5tfN0ML4w,AASSH,429,601,550,False,False,False,False
GRANDMASTER,uEEHaWsagWjJmtG50mByF-Aa4INwgUWGYRdtkfz4wX1El7c,특수교육 전공,679,402,360,False,False,True,False
GRANDMASTER,cFdLjV-eNqGvqqy4vNX4SSU5PjOVkO_Wne5iR16MLgxdlbo,DoRun,705,665,626,True,False,False,False
GRANDMASTER,L5KjD_9FzHO0yFRlAKSKaV6WIy3HsZBPo7_9mGdyBB_PYzk,Lunaa Rby,534,467,353,False,False,False,False
GRANDMASTER,clHuPIshCL5gf0tF7T6wpCzFfGqX2U3C7fQUeA9sCg62f99n336uCim1sw,Iove galio,400,74,26,False,False,True,False
GRANDMASTER,zJ5rTkedjOL6gkfJRYgKUlq0GqB8YkMbYMR54Fji_DBN-sA, gnij oaix,528,966,931,False,False,True,False
GRANDMASTER,w1k1-xt46x2lgozc_w-RJQpNWTHCAQwm4rCYn1-wiPF6aw8,박박 나나 짜짜,431,391,364,False,False,True,True
GRANDMASTER,X3bZIRCvIpO5AJA3pntqm_-84g4mxmOE1GMfKYd2hPZPdM5fZcdwvs2K3w,슬픔TnT,430,239,191,False,False,True,True
GRANDMASTER,M85fIZZxaU0yFF-COM1QoYDOvTyrQPyyYzna0WLVcQjGSw,SugiKim,520,183,152,False,False,True,True
GRANDMASTER,0jv8zMMVmvu-TKe9cWfCVwDLb3Nf8x7jrkpVDQSCLvx4yw,Graffitiii,623,523,483,False,False,False,True
GRANDMASTER,42jWs8fsOqmv_d3DHYupwXvvATafKMnFjxR-_iACW-XvJ5c,포동포동아기물개,571,664,615,False,False,False,False
GRANDMASTER,1q9hi4eO4k5nmndwnKtImX-6A33bujOQ_Qb-MpVh1iBG7VSO2xP8BSaiDg,kaituan datuan,394,833,795,False,False,True,False
GRANDMASTER,hMmBMni_eYUyQ_NqnAhvu6VmTdYcFTicpL9J9rqqkrd28w,강혜원 fan,426,629,568,False,False,False,False
GRANDMASTER,LApenRbgNba9dmMJRPRmGXgT_nT0uH29XvNiGPlS6rGRAt8LSEM6yyJzEg,zhongjuzhizhan,640,334,275,False,False,True,False
GRANDMASTER,Jxb6sg9_tZ2VtFLyK5QInMYfPVUhrdBjWHEgBy6cApSXWFw7mqrn9M1waQ,zzyz,475,107,60,False,False,False,False
GRANDMASTER,wMoMGkfKMQVCEHrNRkqwNW3jWAsSXCdXp2Fvy5IB18cZ6uU,vdafsdaac,485,210,173,False,False,True,False
GRANDMASTER,KDAVXN5BosmJnI6DQng9FriIztWNkB35BhK00LtDrIdxAQ,BJ갈배,648,1057,1017,False,False,True,False
GRANDMASTER,lVOW9yz2AoM_uf9udmVFOiHFO6nH_t9BLKkM54hA13NzG24,디엔디엔1,578,896,855,False,False,True,False
GRANDMASTER,ezn38sMJ0DW5eT3FxOHgn68_999Z0hI7awCdeknqH1RJ1keUAdOY7Nz8rg,싸움 기피증,674,164,114,False,False,True,False
GRANDMASTER,6JvznXRshSxz791RDXxQ5NYefAs8pPvRw0bio9-pd9ZzrmHclgc1JRQDTQ,2021Marzss,754,543,477,False,False,True,True
GRANDMASTER,YIhMNn0O0lDB0X3Yc0BbTh2_RaHo4Lo8PznFHXfp_p2QqAU,Toby Dreamditch,435,164,133,False,False,False,False
GRANDMASTER,PaYMVFAgsxxdHNcM_HUImThunnMeaOXjmKQBfTebf_-ERgpY376qUGDXlg,cer,580,592,539,False,False,False,False
GRANDMASTER,L7ia04s6WyUl1vPR87fqBD74FZdCXjGNk3VZcNoNwhurZAQ,쉼 없이 나아가라,520,528,496,False,False,False,False
GRANDMASTER,Qe9wYw0zbeuFoGJkv6w5IqnwLjHfYGbs7SgojecbUcbs36E,Gen G Lonely,447,559,532,True,False,False,False
GRANDMASTER,ilpEHnMNQHpBlvUQOTTgPEFd2CNUFVc6qd7N7szxrFnU-DU,Sweet L1fe,561,753,711,False,False,False,False
GRANDMASTER,VFcoRhBANG174YbXVu7W1AZxnv09JlgYx6_LMM7Wz_wO2DI,졸며게임,693,289,246,False,False,True,False
GRANDMASTER,rbOzuXTTCNHtO3kNFTZ2ZA3uVnNZVv8XZ4pJx9vXjfPCmpuv,4초스크류,650,545,498,False,False,False,False
GRANDMASTER,3PCh3aiRvkACBnjdOm978RcmSqE7aBHOFfD2X36d9O2esr0,현주입니다,650,545,463,False,False,False,False
GRANDMASTER,aRlR-s79sKfoJgjFP2NWybQpnbY8yOAawDNY--2jnpzX54E,기므태이,704,409,356,True,False,False,False
GRANDMASTER,tusfraPzTBlC13XpIxUFsHSUEfMHgVpjqu2HDifjcfc96jc,규 보 리,638,538,483,True,False,False,False
GRANDMASTER,otuve_zXG2-rGbj8-1qnD7RQ5w1SOw3UBVLY6CMzDopZCzO7,영성보사행,460,88,69,False,False,True,False
GRANDMASTER,sI0vyG2kSlM3GXrYnndGKhRBk5CvLcB-wxDKo7TMr3sYTpqk3m4n46nr6w,hunzikingzz,449,106,72,False,False,False,False
GRANDMASTER,FfdHtn7r5iSu4EUMGqO4-ke6zSM3ixJg9jdACMGMBqSMkWEjr4I6kdJnwg,leehiiii,612,681,634,False,False,False,True
GRANDMASTER,DxJyj9DgAh8oRspVuGFr-3mpmUWseRQQIVSta1FN_YMvQo4,asdfzxcqwer,610,669,626,False,False,True,False
GRANDMASTER,Zi8sPiq-kYepUbnxi5s1ctLqEZj1pHQBdyXGNCBItTVhEMY,T10 Berserker,488,989,960,True,False,False,True
GRANDMASTER,mtYygg1Hbeut9xQBROZzUXK2JPAdl7iRaI4qEdtdzPQ1CiE,Winsome2,602,331,289,False,False,False,False
GRANDMASTER,1BoWqxcTLFAJUGnlL4J909BglYA6FDIWmIRcC4dgVD52ALVPSqXQgtG1RA,Emma,458,141,107,False,False,False,False
GRANDMASTER,SpOb68n17jkC5hjofVk77GRNo8qqV7l54cdh1Z1-iE-k4g,200판뒤그마계정,421,464,428,False,False,True,False
GRANDMASTER,Rddg6Fd_LXO6chKQOl86QmAQUlbjzjXHFJz00MDVLg2ocAx2LA55Hl54jg,wulaidafa,553,115,61,False,False,False,False
GRANDMASTER,MDHgjO40qxtxGGOXRoS8e6aGeLRAsmfhaMoCJwQqI2QZv0E,좀비 클레드,417,1527,1495,False,False,True,True
GRANDMASTER,SU1QfExMM-RvH55vWQsWcu3reSaJB6jgdAvJ6yeGPE8K0nQ,뽀삐 정글 원챔,418,514,475,False,False,True,False
GRANDMASTER,ArU5Wr4mR-k6wxPyRryd5uqBX_FPgMdTUhB16cSCp1yh0BKTBIoApDKlHw,신비한 뱀,446,165,137,False,False,False,False
GRANDMASTER,RJVJwCacJRJS11nBwsqE91KGSMFfAxpa6MH-SYlPgnNsh8E,커피물조절장인,648,1028,967,True,False,False,True
GRANDMASTER,8xGZ4QzWuR7cVBv32IBZB4fktcQJM3vzLv8Hap3wQ0fqxVOWVORkL2pXgw,날 건들지마날 ,715,191,148,False,False,True,False
GRANDMASTER,uAGMOxAqVw3Nrv5ap5L-eTvdzopvvRSuGEMAH--CZT1MevFOcnbGA5a7Tg,cqpo,694,106,58,False,False,False,False
GRANDMASTER,tJ4tTD7ij63-6El6hkpqVcjRf9U2-66FwXkrEn4USs7EpHI,임기응변하다,473,136,82,False,False,True,False
GRANDMASTER,82WotfrjRPcBy_rQVSuqb26bn2oJDUBYUPQ3whmikamIIOQ,끼릭끼리릭,550,846,839,True,False,False,False
GRANDMASTER,vBAJOJwQAMFrZqbt_HSSnzDdZN97R0EtDEdO_2A0yk_N7jY,Gen G Ophelia,492,724,694,False,False,False,False
GRANDMASTER,P1xkvBDbcoe1uLpJzLghDa_aamWADoDDESuGi_65DTJL2g,FisH95,503,297,258,False,False,False,True
GRANDMASTER,Ii86brfpCZPmMoFPGbmppIjsGdOygDloCqOsQok-Vp6olg,민콩댕,524,194,105,False,False,False,False
GRANDMASTER,qnd3lh_TQoA5M6V6mt37F3WZs7HRHr_8qBgAlazjvxQUVmIa2xHIouODDA,lxcO0O,745,194,131,False,False,True,False
GRANDMASTER,IHSgnOF8MuWXF9O1RnSo74SFhWMKxozIIGHHE6tWO0LH-g,llllIIIIIIIllll,543,233,173,False,False,False,False
GRANDMASTER,VBhuIDZhkIG7-Y2sabSMab2b9BbHgjh__9V8XpdIFVdFtQ,언니우기,425,597,572,False,False,False,False
GRANDMASTER,-42f_SDuZBDhuvqfvUQwPKwuqLmDS8wu2iTkkwBnXuit9tY,의문의제라스장인,694,552,498,False,False,True,False
GRANDMASTER,irnu47_RGgV5C-1roFPOVfGFKqHjk6vznq9tMnYXB6TmiSrQxNi1MXrrng,xintaifangping,698,374,316,True,False,False,False
GRANDMASTER,rcCUZj6xJhZQg0SXivonyykqDXJ4QN-JflrA8ELssuALt-1d9AVORsmeKw,S1hun,725,204,162,False,False,True,False
GRANDMASTER,wgtGModr7A9PRedsfVck0De6Mbu-9EgGNdXYQOFUvQqeow8,그땐 그저 좋았다,423,281,252,False,False,True,False
GRANDMASTER,EA2U_39OOCnj_MnAwetmAcMGwMU0mOZ0qA0G6KBr-yTXAHL5tBFMD2jJTA,GSSG,422,95,62,False,False,True,True
GRANDMASTER,S0dFUOEBbEGp6YoV3lzvec9Dd-11TIGBUgSfbtG-pjEVXg,라 코,454,250,225,False,False,True,True
GRANDMASTER,DMS-7Ya8QQjDi4A6BkPn5X9DXiy2oqTH8qgaEF9NxK-6oS4oTGGGJzLlLA,SugarD,624,167,123,False,False,False,False
GRANDMASTER,sJPpbZbOOPlWp7JyDKoB7SSxQKreRxPNe1YtnabD-s7sdJw8koBfP2dNGQ,Navy Mood,536,133,84,False,False,False,True
GRANDMASTER,rdq2aMwBxELQ-x-6wdOvLkRHzM-Dd1h8-tnh0GLuBmCbig,CHAN SAY,537,602,566,False,False,False,False
GRANDMASTER,YQ783uT2UGZpIM2RuLG_gL3mcWtwIENkjUpVxpG_I5LCMqk,메 피,488,439,398,True,False,False,False
GRANDMASTER,3GwG8N2kXL7_FSACK43AYN3tJuKJRCEmck8dK3VDQN_1qzw,드레이븐원챔3,418,167,135,False,False,False,False
GRANDMASTER,KE_wbpJ7M77eLYzST6G9P4hkbYuLMlDfEhBRx5xWl3A_sRxTOFMJY0K8Kw,Yijinn,404,628,592,False,False,True,False
GRANDMASTER,hLoLaSJYEfb1RVCveCHGlwDd69xQ-Fkat5KlmxGcSR2x2RbqnUFXNU6vAQ,jiaojiao,681,740,655,False,False,True,False
GRANDMASTER,ypzc7M_X1yJ1dUySEJXGPxgMOIRkCf7kGPyCQWNXY1Zer0M,HLE Cheoni,518,426,389,True,False,False,False
GRANDMASTER,ZwIo96WOqySCO7iagUrjeW6YfkXI7hMXeAkZszUKAljfmbA,zaoshangha0,621,821,774,False,False,True,False
GRANDMASTER,s_9hn1LyS0JTHraRR33m-SLzp6aBvU9UH_wf1YbtV34kYR8,아이러니하구만,497,772,733,False,False,False,False
GRANDMASTER,S8Rm6xoCaNfBZfXf3nIgZnEwu5LbsnGiRnsf7qVfr8NozSW7,blue bday,583,276,230,False,False,False,False
GRANDMASTER,3X7oJ7lMQxJuOl3uQuTOOW114mgJleTc4jgUymVVux0Ccis,critique,461,147,107,False,False,True,False
GRANDMASTER,CYyjsPZB3AzM10_dZNPqwxDBGHL15drG-4FNw0f0CBSf_UY-cJCPY15Gow,cxzqweasd,754,259,215,False,False,True,False
GRANDMASTER,4Lw1396XaLK86ItbOxxNP4WztxZ1lKxm2mDCwizh-NWkAwd52OzsQuYTIA,New ID,523,84,42,False,False,False,False
GRANDMASTER,jLq3AkEQRqQfL4iLrFKnW9BdHXIdLirLOqYfUzCnMWWuUyZyW2WJJsjB6Q,Hakunaa Matata,621,486,448,False,False,False,False
GRANDMASTER,0N1kEmQHawpK7CPgWxji3HTwm36kxf802dz3kAemSL2Dg24,gkatjrgs,451,213,186,False,False,True,True
GRANDMASTER,8D91u-lw63nYR1KaJk0vSsLunsikTQgg1D5D8jnQckqopyY,나아 무서워,474,331,299,False,False,False,False
GRANDMASTER,WVFUjLYCOOAeKvNEEuHYHHX3Mh3groOqr00dwMj_E0iWpAc,Lauv mean it,514,1068,1024,False,False,False,False
GRANDMASTER,EhISXs4Pyczuy8doc097xbQmMkhRSWGxTSp0WjpKAcAPG7Wl,유미야아아옹,531,139,98,True,False,False,False
GRANDMASTER,QuaOGfAYHlEHYRO0E8JuRlFTfshhqM34oj-pYAESqFhNz9Q,dy9j57z77q,585,1077,1029,True,False,False,False
GRANDMASTER,IvpKmMP9DY6flX10b1MLo77ux3Lf0nWHvZyyJH_7ZTydmu0,호국지색,677,390,331,False,False,True,False
GRANDMASTER,_LoH-Ca-TqhsUCu6VSgudc4EqqhrMWXYv_kMBmmtRd4HaVs,asdafsdfd,444,345,309,True,False,False,False
GRANDMASTER,9bsf0mL1iskwtrCwxrklrb17KUx0gkuSOuHsAXQzoXTYT-7_8qHZIgm_SQ,롤 강의 코코팀,485,200,163,False,False,False,False
GRANDMASTER,YaFIX02KkLpy6m75IHtber8tylFqqlbSWgPec6uJdojRhA0,Chan123456789,588,353,311,False,False,True,True
GRANDMASTER,FQEAa_xiSDyOHx1PsLDP38bblNuF4KHI2g6dq4xaj_krfA,Be Changed,542,180,145,False,False,False,False
GRANDMASTER,0WMj56Su0sVXq0Y79Gr5zk-mBHTNO-znHA2lGeOrfbWM-ahrI2v5fKHa7g,릴펌 fan,425,169,107,False,False,True,False
GRANDMASTER,XlFzucQxB44DzdSmi0TleC1-n7x1GD5mIiBFYQAl4bZ8kaI,가을의북,574,562,536,False,False,True,False
GRANDMASTER,ZmfCc-tX36rG5AFBZgKSvxgZL0ntRKORwuuRZI2eIlgUWM8,06 05 19,688,592,489,False,False,True,False
GRANDMASTER,XMRaDlNnfvFWrVEFzBa-aFbeJKZ9YAsFA_ttCukS2gMbulQ,현상금걸린사람,547,641,532,False,False,True,False
GRANDMASTER,qfbHDyxpMnUvQGqZy7I2dPOpIGBDVpDAzVRG6c47VXkUdvQ,카페인금단현상,614,234,196,True,False,False,False
GRANDMASTER,FSD8E0W9HHaSycRUL0BiNwOaCYBwRQvzD1huLdn1jLLyirTqB2kC7SVJBQ,메이 츄르 좋아해,565,202,159,False,False,False,False
GRANDMASTER,KRPhShV9dbPkpSJI8NvNsn6QVFNAB7RFKWek9Fj1IsAkV9s,정글지향,484,457,419,False,False,False,False
GRANDMASTER,mD9pfvC5cjWmNReGD03SIJLqIBWl4CbKQRtgHTPAu2u5uoc,이현택1,588,758,720,False,False,False,True
GRANDMASTER,5rgcHegSBINruUH1XYSMF5yDIsTUSHd-6oZphSHq9bTxTLs,감정이없어진로봇,480,256,188,False,False,False,False
GRANDMASTER,0Hg7SdecP3yF-pcBEY084CeoetzcS0wDi9ED4Wjkh6fCw0yWzL7retNxcA,난휴식,707,119,71,False,False,True,False
GRANDMASTER,n8MD_PCg9bHF470oAkSCC46WwRNz9kDvWOFTKtgOEfvTZw,금 렴,418,152,110,False,False,True,True
GRANDMASTER,1f357L9xwXNUntKlPFA6qkQN6KYEEiz0VLKZTANYowpCtw,pen9,405,169,136,False,False,True,False
GRANDMASTER,iRXl4k7i7kOoAP912kUDcV1DpRBgeIM7HM3uhw_CH2otiGv0IVvTvBl4mg,lllllnll,486,631,570,False,False,True,False
GRANDMASTER,_l3hGupVzpABBEaJ8ELca4dL3CsMScT2_tAkliFwQeNURe7xz69mxARs3g,im1v5,534,1017,978,False,False,True,True
GRANDMASTER,B0UzREK0JUNiSxV8iTgxvrQ7FWePN6pi7AZJvibfPSjDFA,Riris1,438,296,273,False,False,True,True
GRANDMASTER,dxuwj35nUVBQb8qIL9vxnbS0ZgziWiY0dJ1OCvyQdwVPxvimLWo88dgDMg,Gen G Poo,512,569,496,False,False,False,False
GRANDMASTER,ZGxRH2txm-RTMR0Sz-3lNOUff83TcOxOX80bhZambB4EhfU,THINGHO7,432,502,473,False,False,True,False
GRANDMASTER,qqQrWLB8iSQHzvO24s6XJpj-XDiMowC2UOg1h7iau7Yg-t4mllT8ufoIDA,zxcasdqwesup,472,862,808,True,False,False,False
GRANDMASTER,jCKQG2SFPDQR5jqqk6QYKPfeMfGH7IeRzqqHleZ5XfBJMeA,e dal,451,951,918,False,False,True,False
GRANDMASTER,M9kwNjYCXPRL676csG-wrU8scrqnqHlS9yN9r9VKiJnijns,안녕생선 Youtube,587,194,151,False,False,False,False
GRANDMASTER,WqlSAwYe_eH_gwYUmdWqT4vwtEphweg7GDCMn2BRSazXpze_iu6T7IU9IA,wakwkajsaksja,689,492,447,True,False,False,False
GRANDMASTER,nYEh8w252aWXm9nRmlc0aQOFnGMJ5zc-mPn1_pXopg2iAg8e1J39zYAlmA,xiaoShu ovo,423,225,178,False,False,True,True
GRANDMASTER,ObHBsUQ9tgLk4DAn5HRhktL62Onqq99GIhQXmaw_hG5GxFk,Noticed,474,975,932,True,False,False,False
